docno	text
268	"@antonioguterres @UN So only humanitarian personnel be given security?
what about innocent children, young, elderly, medical staff, journalists, teachers &amp; all other civilians of Gaza &amp; West Bank? 

&amp; those who resist the occupation must be given military assistance against occupation by all means"
269	"🚨 Haaretz reports: The Israeli occupation is preparing to turn Rafah and nearby neighborhoods into a “buffer zone” — erasing what’s left of southern Gaza.

📍 Between the Philadelphi Corridor (south) &amp; Morag Corridor (north) — Rafah is being carved into military control.

Once https://t.co/fe0ltKaJ8r"
270	@RadiantWrath @HumaZhr Do you think this genocide is some kind of game to me? It is unbearable to witness these atrocities and be unable to do anything directly. I would much rather fight in Gaza for the liberation of Palestine and its people from the 77 year old illegal brutal military occupation. https://t.co/FTvIVKyqEM
271	@eabduajeebi @mickusgaming @AmIPades @Acyn @eabduajeebi @mickusgaming @AmIPades @Acyn Yes, Egypt controlled Gaza from 1948 to 1967 after the Arab-Israeli War. It wasn’t annexed but run as a military-occupied area, not sovereign land. This followed British Mandate rule (1917–1948) and came before Israel’s occupation https://t.co/sxRpD61RBK
272	"Hamas:

- The military operation launched by the occupation forces against Balata refugee camp in Nablus represents a new escalation in the ongoing aggression against our people, an extension of the war of extermination in the Gaza Strip-"
273	"@JayRees37685974 @DropSiteNews Or both!
There are many US citizens who are obviously opposed to Trump's position.
Israelis, for the most part, don't seem to have an issue with what their military is doing in Gaza, nor with the decades of brutal occupation that Israel has inflicted on Palestinians."
274	@katie_k8nurse @falkenlov3r78 @EYakoby @DrPhil But the occupation is in form of military checkpoints not actual governence, the PA governs them and in Gaza Hamas is
275	@katie_k8nurse @falkenlov3r78 @EYakoby @DrPhil It seems like you have no idea to which extent is this occupation so I'll clue you in. In the west bank there are military checkpoints to prevent from terrorists from killing israeli civilians, in Gaza there was a weapons blockade and a whole war atp. That's not apartheid
276	@Eliana_Goldin @bunnevolence @NerdeenKiswani @DrPhil The IDF bases were built to have kibbutz attached in the Gaza envelope. The kibbutz house soldiers and are therefore military targets. Remember only the Palestinians have the right of return and the right to armed resistance against an illegal occupation. Everything else is a lie
277	"Israel occupation military razed #Gaza perimeter land to create ‘kill zone’, soldiers say

Combatants’ testimonies describe how areas were destroyed to create a death zone of enormous proportions 
#Palestine #GazaGenocide 
@MuhalifKurtulur
Occupation soldiers were ordered to https://t.co/UT6W5cetqz"
278	@slobzilla @JimmyJ4thewin Its Israel who claim they are being exterminated or will be, hence the blockades and military occupation of the West Bank and Gaza.Yet its Israel over the last few decades that have pushed Palestinians from their land and homes,illegally detaining or killing them when they choose
279	"#gaza
Follow-up | Occupation forces send military reinforcements towards Balata camp, east of #Nablus."
280	"@sid_rambling @MariamBarghouti Gaza, the West Bank, and the Golan Heights have ALL been under Israeli military occupation since 1967.

(Stop embarrassing yourself, Habibi. 😘)"
281	Israel’s failure to restore deterrence or suppress regional support fronts has defined its ongoing war on Gaza. Eighteen months into a televised genocide against Palestinians, the Israeli occupation forces have failed to achieve any of their key, declared, military objectives. https://t.co/F1Ef5MGMLe
282	"@AnasTalha13 @HuDa_NaIm92 The video you shared discusses the Israeli occupation’s violence in Gaza, framing it as part of a historical Zionist colonial project. It highlights the ""iron wall"" strategy by Ze'ev Jabotinsky, aimed at building an unbeatable military to crush Palestinian hope and resistance. It"
283	@rforodrigues_14 Trump's plan to ethnically cleanse the Palestinians is the most radical shift in the US stance on the territory since the creation of the state of Israel in 1948 and the 1967 war that saw the start of Israel's military occupation of lands including the Gaza Strip.
284	@ProfoundiTee @doctoriaindarcy In what fantasy video game does nuclear-armed Israel supported with $$billions p.a. in military hardware become Ukraine and Palestinians corralled in a cage in Gaza and under illegal military occupation in the West Bank and East Jerusalem become  the big Russian bear?
285	"@EK94227386 @DalrympleWill If “occupation” was the catalyst for their irresistible urge to rape &amp; slaughter in 2023, what compelled them to the same barbarism pre 1967, or 1948?

Gaza was not occupied; it was self governed on 6.10. There hasn’t been any military presence nor a single Jew in Gaza since 2005 https://t.co/yrlqgaoSB7"
286	@RichardBurgon Hamas charter is dedicated to the genocide of all Jews in the region &amp; eradication of Israel. Oct 7 was the latest attempt. Hamas must be eradicated from Gaza for any hope of a lasting peace &amp; Gaza must be placed under military occupation for decades, like Germany after 1945.
287	@RealPepeEscobar Such deception about Gaza for American public consumption. Totally silent to mention the real trouble with Israeli military occupation of land and people since the nakba. Where are Israel’s internationally recognized borders???? Hallloo??!!
288	"@RedNatGreene @EllieChowns So you know that the entire population of Gaza are civilians therefore it is a war crime to hold those people under siege, exterminate them, carry out an illegal occupation at gun point. 

In contrast Gaza is surrounded by Israeli military bases built on Palestinian villages."
289	@Eliana_Goldin @NerdeenKiswani @DrPhil Settlers living on stolen land near Gaza—behind military fences, surveillance towers, and IDF bases—are human shields. They’re part of the colonizing “security” architecture. Choosing to live on the front line of occupation isn’t victimhood. It’s strategy.
290	@TMasudin because two letters on a coin totally justify carpet bombing Gaza and running an apartheid state. Imagine thinking ancient scribbles override stolen homes, ethnic cleansing, and military occupation.
291	"@animated89 @ChuckAnanda @RealCandaceO Israel has the strongest legal claim to the ""disputed"" territories of Gaza, Judea and Samaria. As for Syria, I think all countries have the right to temporary military occupation of enemy lands if their own citizens are in danger, don't they? 
https://t.co/qRGbJLJBrx"
292	"I feel like I am going insane. Here is his GoFundMe: https://t.co/kc9m8b2meh

That feels so inadequate. We need an international coalition military force (non-UN) to deploy with free range to end the genocide and occupation. https://t.co/OcKxF69tiU"
293	@jonathan_furer @healpalestine_ @GHarthy Israël didn’t « give back all of Gaza », it was never theirs to GIVE. Israel simply exchanged military occupation with a drastic siege that maintained its control over strip. Able to « mow the loan » whenever IL feels like it.
294	@te_poztlan @real_destpot @Anzugmensch @KolnOmas But it is. Gaza is a belligerently occupied territory. Any military action inside Gaza serves to perpetuate that occupation. It cannot be defined as self defense. Ever. It is be definition Aggression. And under int’l law, it is in fact a further War Crime.
295	#We call on all #countries of the #world not to receive anyone from #Gaza or #Palestine. Otherwise, you will be complicit in the #occupation of our #lands, the support of #military terrorism against #civilians, and the starvation and siege imposed on our #people.
296	"In response, the Israeli occupation military underscored that it will take strong action against any resurgence of reservists refusing to serve.

#Gaza
https://t.co/PC0XtAJ2E2"
297	@PolitlQ Why not do the same for Gaza out of respect for international law? After the occupation collapses, the nations that had the military and political power to save Palestinian babies from death, injury, and starvation but did nothing but talk, will hold their heads in shame.
298	This whore and other prostitutes with her are the same ones used by the military occupation that occupies Egypt on every occasion to promote itself, they are the same ones who danced on the blood of Egyptians in the Rabaa massacre in 2013 and now they dance on the blood of Gaza https://t.co/jw1p0HcJO0
299	"@EightOne91 @TheButcher2020 @Gabbar0099 There was no ""occupation"" in Gaza, and the last 5 wars were started by hamas, and you're just lying they've built 500km of tunnels, fire rockets, and have military equipment."
300	"@SBSNews Why should he apologise? It's the truth, We should have never bought in that amount of refugees. 
Just as we shouldn't be bringing in ANY from Gaza. 
Will we ever learn from past mistakes"
301	"@MarkWarner @RepBenCline @GovernorVA @virginiadotgov Stop Palestinian Refugees from Entering the US. Yes on ""Guaranteeing Aggressors Zero Admission Act, Also Known as the Gaza Act»"
302	"@smerconish
Arab countries should take in Arab refugees after they've been ethnically cleansed from Gaza?
That's hideous.
And now we see true reason why Bill Maher has fallen in love with Donald Trump.
It's all about Israel, but not one of these frauds will ever admit it."
303	@markhansen98642 @hellsangels2000 @No3333200047 @VividProwess Or they can be returned to their homes within israel. The vast majority of Palestinians in Gaza are refugees from the 1948 War. Israel shouldnt have any problem repatriating them right? After all, it's not a racist society and it doesn't discriminate against Palestinians right?
304	@HaditaCardoso @stairwayto3dom People from Gaza decided to change their comfortable lives and instead of living in houses and enjoying shops and beaches, they decided to become refugees.
305	@rockcat65 @Cernovich Most of the fighters who took part in the operation on 7/10 were the sons of refugees from the stolen territory, including the place where the attack took place. It's natural to attack genocidal occupiers &amp; land thieves in your home.#China #hamas #Russia #Ukraine #islam #Gaza
306	Hello again @Refugees @FilippoGrandi - why don't you be proactive with this family who wish to escape the genocide in Gaza?  Alaa, your family is eligible for *free* assistance from UNHCR to seek asylum elsewhere.  Ask UNRWA to help you register for it.  cc @UNLazzarini @JFCrisp https://t.co/bNiUUQEkvk
307	@mh7md_2001 Gaza belongs to Israel and Palestine doesn't exist...there is no such thing as a Palestinian nation the people are a mix of unwanted Arabs from all over the middle east. Why do you think no  Arab nation want Gazan refugees?... .ask yourself...if Hamas hadn't attacked
308	@TheEazyEd @GuntherEagleman When Lebanon, Egypt or Jordon step up to take refugees from Gaza then I'll watch but They won't because they have in the past and Palestinians have tried to destroy them.  They are parasites. Unfortunately for Israel , it's their turn to deal with them.
309	"@YOkabale23121 @CNN Oh fuck off, every gay and subversive shit’s coming from Jews in Europe, and now even Israel’s pushing for us to take in Palestinians 

https://t.co/OS3yKkzaPH"
310	"Refugees in limbo, borders draw their lines in sand,
Pakistan’s cold shoulder pushes sisters from the land.
In Gaza’s night, the drones hum psalms of steel and flame,
The ummah weeps, yet silence cloaks the world in shame."
311	"#Bangladesh has its own Gaza — it's #Arakan, right next door.
We urge Gen-Z in BGD to stand with us, the #Rohingya refugees, to reclaim our homeland from genocidal #Myanmar military &amp; extremist Arakan Army (AA).
Rise for justice. Rise for freedom.
@muktadirnewage@ChiefAdviserGoB https://t.co/D7ONKUOIcd"
312	@WakeelMubariz Gaza need muslims armies. It is an agent. Those money should be given to refugees from Pakistan.
313	"Indonesia is set to receive 1,000 Palestinian refugees from Gaza, focusing on medical aid, trauma care, and temporary shelter.

Read more at https://t.co/sKv4kIw1nK

I News of Indonesia

#NewsofIndonesia #IndonesiaForPalestine #SolidarityWithPalestine #PrabowoSubianto"
314	"Nadin Amizah speaks out against Prabowo's plan to relocate 1,000 Palestinian refugees from Gaza.

“palestinian dont need displacement or evacuation. they need their freedom, they need THEIR LAND. we're pushing to the wrong direction.”"
315	Labor's man is Basem Abdo. The seat is held on a 12% margin, although had a 9% swing last election. Given he was born to Palestinian refugees he may be able to keep some Gaza voters from leaving. He also has been campaigning a surprising amount for a safe seat.
316	@deardnia @IndoPopBase Nadin Amizah, an Indonesian singer, opposes President Prabowo's plan to temporarily shelter 1,000 Palestinian refugees from Gaza, arguing they need freedom and their land, not relocation. Prabowo announced on April 8, 2025, that Indonesia would host wounded, traumatized, and
317	@RobynAMilne Strange that you oppose keeping terrorist elements out of Australia. If you check with Andrew Giles our latest batch of refugees from Gaza are being monitored by drones. Good news though only 20% of those released by the High Court have now committed new offences. https://t.co/PbKLd5Nrse
318	"@iain_mk2 @mumfr @ReichlinMelnick Many of those refugees are from Lebanon and Gaza, as an example
They'd stop trying to get in if you would just make your buddy Israel leave them alone"
319	@katie_k8nurse @EYakoby The so-called 'Palestinian Refugees' are descended from families from Jordan, Egypt, and Saudi Arabia, not Gaza.  They took the side of the invading Arab armies in 1948.  They lost.  Gaza is a refugee camp.  Refugees are to be relocated.
320	@DingBattah @SarahxHay @Mondoweiss It never has been Palestine, and it never will be. The folks in Gaza are not descended from refugees, but from the civilians that followed the military incursion in 1948, hoping to join in the killing.
321	@evija_klapare @PatriciaHeaton Palestinians are refugees from Ottoman Empire invasion. Jews were native to the area 3,500 yrs. B.C. Before Christ. Biblical Book Exodus 23:31, 1,500 yrs. B.C. God set Israel's borders: from Red Sea to sea of Philistines. I Samuel 6 God mentions Gaza's invasion. Restored Israel.
322	@MarkLFIV @mhdksafa Yes, Gaza had about 2.23 million residents in 2023, based on estimates from sources like Statista and CNN. Data on refugees is less clear. Only 12,884 asylum applications were made by Palestinians globally in 2023, but no specific number for Gaza residents accepted as refugees is https://t.co/wN7MiByxQ0
323	@Royalacresrod @WayneAllanH @smeemartin @zoleszter @FBreject1 @Konrad_Chapman @OscarsWild1 @Gladfly1 @Fossil_Herb @peblackstock @ge0geek @paddysaidingbar @BobPartridge16 @EberhardBaehr @MichaelCastill2 @M3othra012 @craigthomler @FGleed73314 @Veritatem2021 @RogerSp68782804 @RegimeChangeBC @WeRone777 @ClimateRetorts @WilbertRobicha1 @RonRessler3 @PMgeezer @portun81 @benmooreau @ScienceBlog3 @AlexMcCabe88 @Frnc_prep @Ivana202020 @EarnmyV @RightOnQ42 @FreeSpeech4U_Me @Data79504085 @nalonjack @Freeeethinker1 @radwyn @lheal @PeterMayfitz @kent0464 @NumbersDudeSci @GillesnFio @PolAnimalAus @norsensis @TedVerwey @pjboat @try2golf I said all the people in Gaza weren't Hamas but that doesn't mean none of them are. In any case at this point in time it doesn't seem like any country is anxious to take in refugees from anywhere in.
324	"If Syria is being considered for refugees from Gaza, with involvement of Turkey and Qatar, then Azerbaijan should be considered too. Baku, Nakhchivan, Qarabag can all host them.
https://t.co/xTc80nkIdQ"
325	@Jinglebi_G @SiyaamNayab @AshleaSimonBF One of the main issues in the Israel-Palestine conflict is Egypt and Jordan will not accept refugees from Gaza
326	@TomasOrpington @Reuters Not at all … The Egyptian &amp; Jordanian govs were clear at the start they would not take refugees from Gaza.
327	@DrEliDavid Now you want to create REFUGEES from GAZA, Palestine?
328	"Spain demands discussion on Israel's exclusion from Eurovision due to concerns among civil society organizations over the situation in Gaza.

Spain should discuss the situation of muslim ""refugees"" there. Spain is going down soon."
329	"@BillAckman Indonesia is very willing to please Trump, they even recently announced they will accept 1,000 Gazans as part of the ""first wave"" https://t.co/q6o5vDGus2"
330	@gazanotice Easy way for this to end...release the hostages and expel Hamas from Gaza.  Then they would be able to live in peace.  There is a reason why no Muslim country wants to take the refugees.  It is because they know that Palestinians are cockroaches that ruin everthing they touch.
331	@pbnbam @yudapearl So a fair solution is that Palestinian refugees can just go live in Gaza while settler trash from Brooklyn gets automatic citizenship? Sounds more like Zionist thievery.
332	"@Pinklunall @academic_la I didn't read Shaiel's posts as arguing against Indonesia accepting refugees (from Gaza or anywhere else). I read it as concern that Indonesia agreeing to take in Gazans was part of a larger plan to forcibly ""relocate"" those Gazans. It's the ""forcibly"" part that's problematic."
333	"@IsraeliPM We urge Canada to accept 200k Palestinian refugees for the sake of peace upon Mr. Carneys election victory. 

Let Canada welcome many more refugees from Gaza since they are suffering so much. Wonderful win win. The Gazans will get safety and Carney will get more of his brethren!"
334	QUESTION:  How many refugees from Gaza are heading towards Indonesia, anyone know ? 🧐
335	"3️⃣2️⃣
Forced Displacement (1948–Present) : 

Beyond the Nakba, Israel’s kept Palestinians on the move like pawns in a sick chess game. 

Over 6 million refugees registered with UNRWA, barred from returning. 

West Bank checkpoints, Gaza evictions-1.7 million displaced since 2023"
336	@reems84 @ProLogic963720 @Shoshana51728 Now once again why are the countries who have taken refugees from Gaza since the war started mostly non arab and non muslims countries besides one? Why does muslims/arabs countries not love Palestinians?
337	@mdubowitz Lets start removing citizenship too, they can go to Canada or Gaza as refugees, remove all rights from subhuman antisemites NOW!
338	@goy_maxxing @AdinHaykin1 No evidence supports the claim that Palestinians were expelled from 109 countries. Their displacement primarily occurred during the 1948 Nakba and 1967 Six-Day War, with around 700,000 to 750,000 refugees settling in Jordan, Lebanon, Syria, the West Bank, and Gaza. The 109
339	"Mr President .@realDonaldTrump 
use your leverage

Philippines gets $500M/year in US defense aid.
ask them to take in willing Palestinian refugees from Gaza.
Arab neighbors won't.

you can fix this without bringing anyone to US soil.
strong, humane move.
strategic too. https://t.co/mJRPzL8slU"
340	@AukariBunn @RossyFella24 @JedQ_1 @TheDeepsouthDem the un classifies about 70% of gaza's population as refugees. sure, it increased numerically lol but where are they from originally? most are internally displaced within gaza, but there's also some not originally from there but forcefully moved there
341	"lu baca dah ni kata media israel

""Jakarta has been advocating for a two-state solution and has sent humanitarian aid.""

https://t.co/BwIyU7GiZ4 https://t.co/eKXArmvW1d https://t.co/yP4U4LWovK"
342	indonesia should 100% take any and all gaza refugees who voluntarily seek asylum here (the rhetorics from some of the comments for that possibility is alarming) but it'd be totally insane for indonesia to be complicit in forced displacement which means it's very likely https://t.co/QdPUn9TQII
343	"@Osint613 Moving refugees into camps meant for Syrians just adds fuel to the fire. True peace and stability won’t come from displacing more people.

Gaza belongs to Gazans."
344	"@AvivaKlompas They look like refugees, not. 
Before Oct7 Gaza was paradise for the men. 
Where are the women in this video? A few seen covered from head to toe, not enjoying the restaurants, beaches, shopping malls.
Self destruction happens in a society/culture which hates and supresses women."
345	@Mofomo1812 @AlaimoBinLaden @JMo75065229 @Lead_Flinger I don’t care I doubt it was peaceful. It’s Muslim terrorism. They don’t do anything peacefully.  There’s a reason why no one wants to take refugees from Gaza. They’re a bunch of radicalized ticking time bombs that try to overthrow literally every nation they step foot in there is
346	"Nadin Amizah speaks out against Prabowo's plan to relocate 1,000 Palestinian refugees from Gaza.

“palestinian dont need displacement or evacuation. they need their freedom, they need THEIR LAND. we're pushing to the wrong direction.” https://t.co/gycUlg79L1"
347	@HumanityStrong @FlatChickener @EylonALevy @KarenStintz No idiot!  No Jews in Jordan, no Jews in Gaza, none left in Iraq, a few in Syria (not for long) orLebanon &amp; Qatar that's because they are the real apartheid states. I was part of the over 1 million Jewish refugees from the ME that lived there before colonizing Islam existed.
348	@proudzionist100 @AbujomaaGaza Proud Zionist. If Israel were a democracy:  all Palestinians from 1948 would have been granted immediate citizenship in 1948 and all refugees from 1948 would have had the immediate right of return; all Palestinians in Gaza, the WB, and EJ would have been granted citizenship
349	@TalkTV : Palestine, derived from the given Roman name of Philistines was a town in Syria. Gaza was donated by Egypt to accommodate Palestinian refugees that were kicked out of Jordan.
350	"@thejournal_ie If Egypt won't take refugees from Gaza why should Ireland ?
This is the border Egypt built to keep them out 👇 https://t.co/ITOLwQZrb1"
351	@GnarlyAmerican @SpoxCHN_MaoNing As of now, China is not accepting refugees from Gaza for permanent residence. Their policy focuses on providing humanitarian aid, like food parcels sent in 2025, and supporting diplomatic efforts for peace in the region. China believes Palestinians should govern their own land,
352	"@markknickle83 @padcontrol @RickyHale_ Why did the refugees end up in Gaza? Why is 70% of Gazans from other places outside Gaza. You are an idiot.

https://t.co/qqyZvmXgNa"
353	"@1sadmoderate @Johnnyjameson67 @dubsongotbanned @Ethass13 @dopionil @JimmyJ4thewin 80% of the people of Gaza are refugees. Permission is required to enter or leave Gaza.
Looking through the 26 miles of razor-wire Gazans can see the homes, farms and villages they once called home before it was stolen from them."
354	@viejojudio @NerdeenKiswani @DrPhil Also 80% of Gaza's population are Palestinian refugees from occupied palestinian territories, whose fundamental human right to return,  you refuse for 77 years. Your hasbara is fooling no one. You will never know peace until Palestinians get justice. We see your crimes
355	"@LaschenovaL @fizzfug @lLocallsOnly @caitoz LMAO .... stupid is what stupid says. You don't seem to read much.

The population is increasing because of dispossession of land and homes from other parts of Israel, Jerusalem, and the West Bank that pushes Palestinians into Gaza as refugees.

That's how Rachel Corrie was"
356	"@LouisWoodhill @TomLondon6 @Keir_Starmer 40% of the Gazan population is under the age of 15!

You can’t and not can Netanyahu tell someone to leave their land. 

Gaza is made up of refugees and their descendants expelled from their homes when Israel was created. 

Tell Israel to let them return to their homes then."
357	@35Specialz @Pamela81075968 @LowStudies @SecRubio @POTUS She went to visit her old mum! &amp; it was only 50$ she gave to a charity helping refugees in Ukraine!! &amp; Ukraine did not attack Russia it's the other way around! It's not the same with Hamas &amp; isreal! It is still ok to help palestinan civilans suffering in gaza from us too
358	Two-thirds of Palestinians who currently live in Gaza are not from there. These Palestinians are refugees originating in what became southern Israel in 1948.
359	"@Major_Mahajir @thevoicetruth1 Over a million Jews, from MENA countries and who lived in  West Bank and Gaza before 1948 became refugees. They didn't come from Europe. 
Today ~50% of Israeli Jews are Sephardic. https://t.co/lMZdo6abbH"
360	@OnlinePalEng So these are Muslims who escaped whatever country they are from and instead of protesting the countries they are from they are speaking out on out Gaza but not Syria, Lebanon?? They are refugees who needed to flee their homes but don’t want to go back to there they are from
361	WATCH | Scenes from the latest Israeli massacre on a UN Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) in Jabalia Camp, north Gaza, where at least 19 Palestinians have been killed. https://t.co/f4YIIi0WtG
362	@TimmyJames65 @Fx1Jonny Hamas are part of the indigenous Palestinians who were kicked out of their homes in 1948 and ended as occupied refugees in Gaza . All should revolt against the Israelis who robbed everything from them . Understand SOB Hash .
363	The #indonesian government has stated that it welcomes refugees from #Gaza into its country. https://t.co/XA6G5dhL1M
364	"ISISrael member statement:

""Palestinian refugees in Syria are refraining from raising the Syrian flag in demonstrations of solidarity with Gaza, so as not to upset the axis of resistance and its supporters, as this flag represents the Zionist Syrian revolution in their view, and https://t.co/zRLEAPIEi7"
365	@es03852 We invade, destroy, steal and plunder from other countries. We create MASSIVE refugee crises by our actions. Refugees and migrants will then seek a better life. Wait till Trump and genocidal israel force TWO MILLION Palestinians out of Gaza. Guess where some will be heading?
366	@paulrubens 80% of Gaza are refugees from Palestinian land now occupied by Israel. How do refugees reconcile with their occupiers? I'm curious
367	"@DanMKervick Hamas doesn't care about Gazans. They are just a vehicle to make money.
Gazans wanted to leave even before Oct 7 except they have a bad reputation and no skills so hard to get a visa.
https://t.co/RlGqDaJ5zM
https://t.co/bcvELisUzS
https://t.co/zbNQfZZmlf
https://t.co/ctO1nQaCLb"
368	@steve_hanke REFUGEES from Gaza will be brought to Türkiye. Gaza will be completely evacuated. He loves Trump because he does his own errands.
369	"@krassenstein @defiAstra idk where you get NO DEALS conclusion. I am from Indonesia, our government started to:
1. No more local component requirement for manufacturing
2. No more quota import on Food (which made US Beef very pricy)
3. Today they accept 1000 Gaza refugees"
370	@nogulagsagain No. Refugees from Gaza are indoctrinated from birth to hate. We don't need them or want them.
371	At the Inter-Parliamentary Union (IPU), MK Illouz introduced a resolution calling on the international community accept refugees from Gaza. Illouz's remarks mark the first time the voluntary immigration plan for Gazans has been presented on a global diplomatic platform.
372	"@RebelNewsOnline Mark Carney Stands With Hamas

Mark Carney says ""We agree with Hamas."" He never corrected the
 record. He plans to bring in countless more refugees from Gaza. When you judge him by his deeds, not his words, Mark Carney really does stand with Hamas.
https://t.co/lq3a6mWy9J"
373	"Mark Carney Stands With Hamas

Mark Carney says ""We agree with Hamas."" He never corrected the
 record. He plans to bring in countless more refugees from Gaza. When you judge him by his deeds, not his words, Mark Carney really does stand with Hamas.
https://t.co/lq3a6mX5Zh https://t.co/qvX4ak6FK3"
374	"@BryanPassifiume @ezralevant Mark Carney Stands With Hamas

Mark Carney says ""We agree with Hamas."" He never corrected the
 record. He plans to bring in countless more refugees from Gaza. When you judge him by his deeds, not his words, Mark Carney really does stand with Hamas.
https://t.co/lq3a6mX5Zh"
375	"@marty_morantz @ezralevant Mark Carney Stands With Hamas

Mark Carney says ""We agree with Hamas."" He never corrected the
 record. He plans to bring in countless more refugees from Gaza. When you judge him by his deeds, not his words, Mark Carney really does stand with Hamas.
https://t.co/lq3a6mWy9J"
376	"@BryanPassifiume @SheilaGunnReid Mark Carney Stands With Hamas

Mark Carney says ""We agree with Hamas."" He never corrected the
 record. He plans to bring in countless more refugees from Gaza. When you judge him by his deeds, not his words, Mark Carney really does stand with Hamas.
https://t.co/lq3a6mWy9J"
377	"@RebelNewsOnline Mark Carney Stands With Hamas

Mark Carney says ""We agree with Hamas."" He never corrected the
 record. He plans to bring in countless more refugees from Gaza. When you judge him by his deeds, not his words, Mark Carney really does stand with Hamas.
https://t.co/lq3a6mWy9J"
378	"Mark Carney Stands With Hamas

Mark Carney says ""We agree with Hamas."" He never corrected the
 record. He plans to bring in countless more refugees from Gaza. When you judge him by his deeds, not his words, Mark Carney really does stand with Hamas.
https://t.co/lq3a6mWy9J https://t.co/YtXPgowRXt"
379	"@Aunt_JennyE @sillysocalist94 @mattxiv Up until very recently there weren't nearly this many countries that people were running away from
Haiti, Lebanon, Gaza, Ukraine, Venezuela, Russia
The list goes on
Refugees are flowing out from a lot of places and they all need to go somewhere"
380	"@KhalilJeries @paulrubens Tell me, what about the rights of the 900.000 Jewish refugees from Arab countries? 
And why wasn't a Palestinian state in Gaza and WB born between 1948 and 1967???"
381	@MiddleEastEye @AkimotoThn He should better urge Egypt to fulfill their legal obligation and to accept refugees from Gaza
382	@coachbrucepearl Europe has a problem of declining population and lack of workers. They even said that in Syria. Why not to take a couple of millions of refugees from Gaza (as per UNWRA definition)
383	Indonesia willing to temporarily house 1,000 refugees from Gaza https://t.co/JCVHcp3kkV via @timesofisrael
384	@MariamBarghouti Palestinians in Gaza shd demand from their brethren in Egypt, Jordan, Syria, Iraq, Ireland, Sweden, to open their gates and accept them as refugees of war. 6M Ukrainian refugees were given shelter. Why not Palestinians?
385	@EmmanuelMacron How many refugees from Gaza is France willing to accept? (BTW they are only trapped because Egypt won't open its border for the people of Gaza)
386	@EmmanuelMacron You were in Egypt, why you didn’t ask them to open the border to refugees from Gaza?
387	@PatrickChristys So that we can take refugees from GAZA.
388	"Indonesia willing to temporarily house 1,000 refugees from Gaza

https://t.co/rS1SdYz6u0"
389	"@RuslanSmith1 @AssalRad “Most Gazans came from Egypt”? False.

Over 70% of Gaza’s population are Palestinian refugees from cities like Jaffa, Ashkelon, and Beersheba—not Egypt.

Some passed through Egypt after the Nakba, but their origins are in historic Palestine.

Calling them Egyptian is just a way"
390	"@vikingwarior20 Please ask the Egyptians why they don't open their borders. The longest border in the world. Egypt doesn't want refugees from Gaza; they know full well the problems they cause.
https://t.co/ZUrOvOtND1"
391	"Indonesia willing to temporarily house 1,000 refugees from Gaza
‘We are ready to evacuate the wounded, the traumatized, the orphans,’ president says, adds Palestinians would be able to return once healed and Gaza is safe enough to return to

https://t.co/9cn5dupZn6"
392	Indonesia willing to temporarily house 1,000 refugees from Gaza https://t.co/lmIoesNAdU
393	Indonesia willing to temporarily absorb refugees from Gaza, president says - i24NEWS https://t.co/92qrAQGLnr
394	"@SurprenantMarc3 @Osint613 Oh, I don't disagree. In fact, that's probably why they don't want any more. 

https://t.co/tER8kt28Dc

https://t.co/YNYVFE3esT

https://t.co/WSY1RNJe6v"
395	"Rebuild international airport in Gaza strip, and rehabilitate people and refugees back into the state.
 Cease and desist from blocking distribution access points, and abide by hostage exchanges and truce."
396	A start: Indonesia willing to temporarily house 1,000 refugees from Gaza https://t.co/4r168RDQX2
397	"@SenToddYoung @RepJimBanks @RepSpartz @AGToddRokita Stop Palestinian Refugees from Entering the US. Yes on ""Guaranteeing Aggressors Zero Admission Act, Also Known as the Gaza Act”"
398	@melnickjeffrey1 My family absolutely finds meaning in it. We use our own progressive secular Haggadah my father re-edits every year. It is a celebration of freedom and emancipation. It references universal Civil Rights, Palestinian Rights. If anyone wants a free copy, lemme know.
399	@daliaziada transgressions of Hamas, but where are the Palestinian rights if you believe in the truth?!
400	@_ROTE_ @ChrisLynnHedges There is no 2 state solution. Israel has made sure of that. The only solution is 1 democratic Palestinian state. From the river to the sea. With equal freedoms and rights all that live there. That’s the only road to peace.
401	"@Z0mb13nation @camp84481738 @SenFettermanPA B'Tselem - https://t.co/aMDvVERf30
Amnesty Intl. - https://t.co/RIZxMFWfCL
Human Rights Watch - https://t.co/iavSebqjzF
United Nations - https://t.co/l5k3sxWYeE
International Criminal Court - https://t.co/Zb8558eWaR
Doctors Without Borders - https://t.co/CuAR21OIwY"
402	"@HendM19338 @Kahlissee Before October 7, 2023, Palestinian prisoners in Israeli custody faced significant mistreatment, according to human rights reports. Common issues included:

1. Torture during interrogations, like beatings and sleep deprivation.
2. Administrative detention without trial, affecting https://t.co/GMcA5dGyT2"
403	@AskPerplexity @FuturistASI @NobodymrRobert @GuntherEagleman The distinction between pro-Palestinian activism and antisemitism relies on intent and rhetoric. Advocating for Palestinian rights or criticizing Israeli policies is generally not antisemitic if it avoids denying Israel's right to exist or targeting Jews. Antisemitism involves https://t.co/c1hywDGJHu
